Zeitstempel,Kesseltemperatur,Außentemperatur,Pufferspeicher Oben,Pufferspeicher Mitte,Pufferspeicher Unten,Warmwasser
2025-04-02 16:34:22,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:34:25,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:34:36,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:34:46,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:34:56,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:06,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:16,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:22,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:26,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:36,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:46,52.02,12.28,53.63,53.17,51.90,55.28
2025-04-02 16:35:56,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:06,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:16,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:22,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:26,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:36,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:46,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:36:57,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:07,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:17,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:23,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:27,52.02,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:37,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:47,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:37:57,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:07,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:17,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:23,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:27,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:37,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:47,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:38:57,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:08,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:18,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:23,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:28,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:38,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:48,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:39:58,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:08,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:18,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:23,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:28,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:38,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:48,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:40:58,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:08,51.96,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:19,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:23,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:29,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:39,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:49,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:41:59,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:09,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:19,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:23,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:29,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:39,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:49,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:42:59,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:09,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:19,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:23,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:30,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:40,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:43:50,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:00,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:10,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:20,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:23,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:30,51.90,12.21,53.63,53.17,51.90,55.28
2025-04-02 16:44:40,51.90,12.21,53.63,53.17,51.90,55.22
2025-04-02 16:44:50,51.84,12.21,53.63,53.17,51.90,55.22
2025-04-02 16:45:00,51.84,12.21,53.63,53.17,51.90,55.22
2025-04-02 16:45:10,51.84,12.21,53.63,53.17,51.90,55.22
2025-04-02 16:45:20,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:45:23,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:45:30,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:45:41,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:45:51,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:01,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:11,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:21,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:24,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:31,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:42,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:46:52,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:02,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:12,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:22,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:24,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:32,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:42,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:47:52,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:48:02,51.84,12.21,53.63,53.17,51.96,55.22
2025-04-02 16:48:12,51.84,12.28,53.63,53.17,51.96,55.22
2025-04-02 16:48:22,51.84,12.28,53.63,53.17,51.96,55.22
2025-04-02 16:48:24,51.84,12.28,53.63,53.17,51.96,55.22
2025-04-02 16:48:32,51.84,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:48:42,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:48:52,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:03,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:13,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:23,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:24,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:33,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:43,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:49:53,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:03,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:13,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:23,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:24,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:33,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:43,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:50:53,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:03,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:14,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:24,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:24,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:34,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:44,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:51:54,51.79,12.28,53.63,53.11,51.96,55.22
2025-04-02 16:52:04,51.79,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:14,51.79,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:24,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:24,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:34,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:44,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:52:54,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:05,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:15,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:24,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:25,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:35,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:45,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:53:55,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:05,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:15,51.79,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:25,51.79,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:28,51.79,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:35,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:45,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:54:55,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:06,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:16,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:26,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:28,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:36,51.73,12.28,53.63,53.11,52.02,55.22
2025-04-02 16:55:46,51.73,12.28,53.57,53.11,52.02,55.22
2025-04-02 16:55:56,51.73,12.28,53.57,53.11,52.02,55.22
2025-04-02 16:56:06,51.73,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:16,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:26,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:29,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:36,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:46,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:56:56,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:06,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:17,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:27,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:29,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:37,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:47,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:57:57,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:07,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:17,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:27,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:29,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:37,51.67,12.28,53.57,53.11,52.02,55.16
2025-04-02 16:58:47,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:58:57,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:08,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:18,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:28,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:29,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:38,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:48,51.67,12.28,53.57,53.11,52.07,55.16
2025-04-02 16:59:58,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:08,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:18,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:28,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:29,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:38,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:48,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:00:58,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:08,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:19,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:29,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:29,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:39,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:49,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:01:59,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:09,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:19,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:29,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:29,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:39,51.61,12.28,53.57,53.11,52.07,55.16
2025-04-02 17:02:49,51.61,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:02:59,51.61,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:09,51.61,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:20,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:29,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:30,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:40,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:03:50,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:00,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:10,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:20,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:29,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:30,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:40,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:04:50,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:00,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:10,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:20,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:30,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:31,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:41,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:05:51,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:01,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:11,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:21,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:30,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:31,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:41,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:06:51,51.55,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:07:01,51.50,12.28,53.57,53.05,52.07,55.16
2025-04-02 17:07:11,51.50,12.28,53.57,53.05,52.07,55.11
2025-04-02 17:07:21,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:07:30,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:07:32,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:07:42,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:07:52,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:02,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:12,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:22,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:30,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:32,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:42,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:08:52,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:02,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:12,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:22,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:30,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:33,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:43,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:09:53,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:10:03,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:10:13,51.50,12.21,53.57,53.05,52.07,55.11
2025-04-02 17:10:23,51.50,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:10:30,51.50,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:10:33,51.50,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:10:43,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:10:53,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:03,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:13,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:23,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:30,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:33,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:44,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:11:54,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:04,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:14,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:24,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:30,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:34,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:44,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:12:54,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:04,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:14,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:24,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:30,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:35,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:45,51.44,12.14,53.57,53.05,52.07,55.11
2025-04-02 17:13:55,51.44,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:05,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:15,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:25,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:31,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:35,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:45,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:14:55,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:05,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:16,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:26,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:31,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:36,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:46,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:15:56,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:06,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:16,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:26,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:31,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:36,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:46,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:16:56,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:17:06,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:17:16,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:17:27,51.38,12.07,53.57,53.05,52.07,55.11
2025-04-02 17:17:31,51.38,12.07,53.57,52.99,52.07,55.11
2025-04-02 17:17:37,51.38,12.00,53.57,52.99,52.07,55.11
2025-04-02 17:17:47,51.38,12.00,53.57,52.99,52.02,55.11
2025-04-02 17:17:57,51.32,12.00,53.57,52.99,52.02,55.11
2025-04-02 17:18:07,51.32,12.00,53.51,52.99,52.02,55.11
2025-04-02 17:18:17,51.32,12.00,53.51,52.99,52.02,55.11
2025-04-02 17:18:27,51.32,12.00,53.51,52.99,52.02,55.11
2025-04-02 17:18:31,51.32,12.00,53.51,52.99,52.02,55.11
2025-04-02 17:18:37,51.32,12.00,53.51,52.99,52.02,55.11
2025-04-02 17:18:47,51.32,12.00,53.51,52.99,52.02,55.05
2025-04-02 17:18:57,51.32,12.00,53.51,52.99,52.02,55.05
2025-04-02 17:19:07,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:17,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:27,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:31,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:38,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:48,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:19:58,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:08,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:18,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:28,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:31,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:38,51.32,11.93,53.51,52.99,52.02,55.05
2025-04-02 17:20:48,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:20:58,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:08,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:18,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:28,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:31,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:39,51.32,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:49,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:21:59,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:09,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:19,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:29,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:31,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:39,51.27,11.86,53.51,52.99,52.02,55.05
2025-04-02 17:22:49,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:22:59,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:09,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:19,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:29,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:31,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:40,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:23:50,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:24:00,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:24:10,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:24:20,51.27,11.79,53.51,52.99,52.02,55.05
2025-04-02 17:24:30,51.27,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:24:32,51.27,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:24:40,51.27,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:24:50,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:00,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:10,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:20,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:30,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:32,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:41,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:25:51,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:01,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:11,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:21,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:31,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:32,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:41,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:26:51,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:01,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:11,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:22,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:32,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:32,51.21,11.72,53.51,52.99,52.02,55.05
2025-04-02 17:27:42,51.21,11.72,53.51,52.99,51.96,55.05
2025-04-02 17:27:52,51.21,11.72,53.51,52.99,51.96,55.05
2025-04-02 17:28:02,51.21,11.72,53.51,52.99,51.96,55.05
2025-04-02 17:28:12,51.21,11.72,53.51,52.99,51.96,55.05
2025-04-02 17:28:22,51.21,11.72,53.51,52.99,51.96,55.05
